Fe-SiO2,,Fe_Al2O3,,Fe-CeO2,,Fe-SrO,
X,Y,X,Y,X,Y,X,Y
422.54428341384863,-0.1872659176029856,423.18840579710144,-0.1872659176029856,472.7858293075684,0,472.7858293075684,0
473.4299516908212,0.18726591760301403,473.4299516908212,10.112359550561806,523.0273752012882,17.04119850187267,523.671497584541,-0.1872659176029856
522.3832528180354,1.8726591760299698,523.0273752012882,22.659176029962552,572.6247987117551,42.88389513108615,572.6247987117551,2.8089887640449547
571.9806763285023,20.03745318352061,573.268921095008,42.69662921348315,622.866344605475,62.92134831460674,622.866344605475,42.88389513108615
622.2222222222222,43.445692883895134,622.866344605475,62.92134831460674,672.463768115942,76.77902621722846,672.463768115942,60.674157303370784
672.463768115942,60.674157303370784,672.463768115942,88.20224719101122,722.061191626409,87.82771535580524,722.061191626409,78.65168539325842
722.7053140096618,77.52808988764045,722.061191626409,100,772.9468599033817,100.18726591760299,772.3027375201287,100.18726591760299
772.3027375201287,97.00374531835206,,,,,,
